OBJECTID,PLAN_ID,ES_HOME,MS_HOME,HS_HOME,PHASEOUT,STUDNT_POP,GR0_POP,GR1_POP,GR2_POP,GR3_POP,GR4_POP,GR5_POP,GR6_POP,GR7_POP,GR8_POP,GR9_POP,GR10_POP,GR11_POP,GR12_POP,ESPROJ0,MSPROJ0,HSPROJ0,ESPROJ1,MSPROJ1,HSPROJ1,ESPROJ2,MSPROJ2,HSPROJ2,ESPROJ3,MSPROJ3,HSPROJ3,ESPROJ4,MSPROJ4,HSPROJ4,ESPROJ5,MSPROJ5,HSPROJ5,ESPROJ6,MSPROJ6,HSPROJ6,ESPROJ7,MSPROJ7,HSPROJ7,ESPROJ8,MSPROJ8,HSPROJ8,SFD1,SFD2,SFD3,SFD4,SFD5,SFD6,SFD7,SFD8,SFA1,SFA2,SFA3,SFA4,SFA5,SFA6,SFA7,SFA8,APT1,APT2,APT3,APT4,APT5,APT6,APT7,APT8,KSPROJ0,KSPROJ1,KSPROJ2,KSPROJ3,KSPROJ4,KSPROJ5,KSPROJ6,KSPROJ7,KSPROJ8,SFD9,SFD10,SFD11,SFD12,SFD13,SFD14,SFD15,SFA9,SFA10,SFA11,SFA12,SFA13,SFA14,SFA15,APT9,APT10,APT11,APT12,APT13,APT14,APT15,KSPROJ9,ESPROJ9,MSPROJ9,HSPROJ9,KSPROJ10,ESPROJ10,MSPROJ10,HSPROJ10,KSPROJ11,ESPROJ11,MSPROJ11,HSPROJ11,KSPROJ12,ESPROJ12,MSPROJ12,HSPROJ12,KSPROJ13,ESPROJ13,MSPROJ13,HSPROJ13,KSPROJ14,ESPROJ14,MSPROJ14,HSPROJ14,DONE
,1071,Jeffers Hill ES,Mayfield Woods MS,Long Reach HS,,101,8,12,9,7,8,9,8,5,5,7,5,7,11,45,18,28,45,23,26,44,24,28,44,26,29,43,27,30,44,28,31,43,27,33,43,27,34,43,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,44,28,35,8,45,30,36,8,45,30,37,8,46,31,39,8,47,30,41,8,47,30,42,
,1073,Waterloo ES,Mayfield Woods MS,Long Reach HS,,109,7,11,11,9,9,13,3,11,5,11,4,5,10,54,19,28,50,26,27,51,28,30,48,30,31,49,31,33,48,31,35,50,30,36,49,30,38,49,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,50,32,39,9,50,34,40,9,50,34,41,9,51,35,43,9,51,34,46,9,51,34,47,
,1074,Waterloo ES,Bonnie Branch MS,Howard HS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,1075,Jeffers Hill ES,Mayfield Woods MS,Long Reach HS,,60,4,4,6,9,5,5,2,2,2,7,3,7,4,29,6,20,29,13,15,28,14,16,29,16,16,28,17,17,28,17,18,28,17,19,28,17,20,28,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,18,21,4,29,19,22,4,29,19,23,4,30,20,24,4,30,19,25,4,30,19,26,
,1076,Bellows Spring ES,Mayfield Woods MS,Long Reach HS,,88,14,10,11,9,6,8,7,5,8,3,3,3,1,44,20,9,49,24,17,54,27,22,62,31,26,67,33,29,72,36,32,76,36,35,78,37,37,81,40,39,0,0,0,0,0,0,0,2,38,25,45,17,0,0,0,0,0,0,0,0,0,0,0,0,14,18,19,19,23,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,83,42,41,18,80,45,43,18,79,46,46,17,77,48,49,17,75,47,53,17,73,48,55,
,1077,Bellows Spring ES,Mayfield Woods MS,Long Reach HS,,67,4,5,6,8,3,4,6,7,3,7,5,5,4,26,16,20,26,15,20,27,15,20,28,16,20,29,17,21,31,18,21,33,17,22,34,18,23,34,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,5,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,19,23,4,34,21,24,4,33,21,25,4,33,22,26,4,32,21,28,4,31,21,29,
,1079,Deep Run ES,Mayfield Woods MS,Long Reach HS,,84,6,9,7,11,6,4,7,7,4,9,5,6,3,37,18,21,39,20,22,39,21,24,41,23,25,41,24,26,45,25,27,46,24,29,48,25,30,49,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,8,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,27,31,7,49,29,32,7,50,30,34,7,50,31,35,8,51,30,38,8,51,31,39,
,1080,Deep Run ES,Mayfield Woods MS,Long Reach HS,,84,5,7,4,8,7,5,3,8,8,5,11,6,7,31,19,27,33,18,26,33,19,26,34,20,26,34,21,26,37,21,27,38,21,27,40,21,28,50,22,28,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,5,5,6,6,6,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,24,29,7,51,26,30,7,52,27,31,7,52,29,32,8,53,28,35,8,54,29,36,
,1081,Deep Run ES,Mayfield Woods MS,Long Reach HS,,464,38,36,50,41,47,40,39,33,27,34,37,19,23,210,97,104,226,109,115,228,121,126,235,132,135,238,140,141,258,142,151,265,140,160,278,142,167,280,151,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,41,40,49,43,45,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,289,156,173,47,284,169,182,48,287,173,189,48,291,180,199,47,293,174,217,47,298,177,220,
,1082,Bellows Spring ES,Thomas Viaduct MS,Long Reach HS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,1083,Bellows Spring ES,Mayfield Woods MS,Long Reach HS,,116,11,12,8,12,13,13,7,11,10,6,1,7,5,58,28,18,58,31,26,60,32,31,62,35,33,64,37,36,69,38,38,73,38,41,75,39,43,77,41,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,13,12,15,13,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,78,42,46,11,75,46,48,11,74,46,50,11,73,48,53,11,71,47,57,10,69,47,59,
,1085,Ilchester ES,Bonnie Branch MS,Howard HS,,75,1,2,4,5,6,11,4,12,4,3,6,8,9,29,20,27,26,19,28,24,19,27,23,18,28,26,17,28,25,16,27,24,17,27,25,17,27,25,17,27,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,16,26,2,27,17,26,2,27,17,26,2,28,17,26,2,28,18,26,2,27,18,26,
,1086,Rockburn ES,Elkridge Landing MS,Howard HS,,39,1,2,4,4,1,2,1,3,2,6,2,3,8,13,6,19,13,8,15,14,8,14,14,8,14,14,8,13,15,9,13,15,9,13,15,10,13,15,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,9,13,1,14,10,13,1,15,10,14,1,15,10,13,1,15,10,14,1,15,10,14,
,1087,Rockburn ES,Elkridge Landing MS,Howard HS,,49,6,2,4,4,3,5,3,4,3,6,2,3,4,18,10,15,19,11,15,20,12,15,21,12,16,21,12,16,22,13,17,22,14,17,21,14,17,21,14,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,6,8,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,14,18,7,21,14,18,7,21,15,19,7,22,15,18,7,22,15,19,7,23,15,19,
,1088,Ilchester ES,Bonnie Branch MS,Howard HS,,103,11,4,10,8,6,11,10,13,9,5,6,7,3,40,32,22,40,29,33,37,29,35,36,28,37,34,26,38,32,24,38,32,24,38,36,24,38,37,24,37,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,10,12,11,11,12,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,24,37,13,41,24,37,13,42,24,37,12,42,25,36,11,42,26,37,11,41,27,37,
,1089,Ilchester ES,Bonnie Branch MS,Howard HS,,116,12,13,7,8,14,13,15,4,8,8,6,6,2,56,27,23,51,33,30,48,34,34,49,34,39,49,32,41,54,31,42,73,32,45,88,35,46,96,38,46,0,0,9,7,19,57,40,24,0,0,2,0,0,8,2,2,0,0,0,0,0,0,0,0,12,12,12,11,13,14,20,24,27,37,24,0,45,0,0,0,6,15,0,10,0,0,0,0,0,0,0,0,0,0,31,114,40,48,34,128,44,50,33,130,48,51,36,150,53,52,33,150,55,54,33,146,59,56,
,1090,Ilchester ES,Bonnie Branch MS,Howard HS,,75,5,10,3,1,11,10,9,7,3,5,3,5,3,36,19,16,32,22,21,30,22,24,29,22,26,28,20,27,26,19,28,26,19,28,26,19,28,26,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,19,28,5,28,19,28,5,29,19,28,4,29,19,28,4,29,20,28,4,28,20,28,
,1091,Rockburn ES,Elkridge Landing MS,Howard HS,,45,8,4,5,3,4,2,7,2,3,5,0,0,2,18,12,7,20,12,12,20,13,13,21,13,15,21,13,16,22,13,16,22,14,17,23,14,17,23,14,17,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,8,10,8,8,9,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,14,18,9,23,15,18,10,24,15,18,10,24,16,18,10,25,16,19,10,25,16,19,
,1093,Worthington ES,Ellicott Mills MS,Mt Hebron HS,,141,7,7,12,12,11,13,8,12,10,13,5,20,11,55,30,49,51,36,45,47,36,46,44,37,47,40,36,48,39,35,48,40,32,49,40,32,48,41,31,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,6,8,7,7,8,9,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,44,30,49,9,46,29,48,8,48,30,48,8,54,32,47,8,53,32,47,9,52,33,47,
,1094,Worthington ES,Ellicott Mills MS,Mt Hebron HS,,43,0,3,0,2,5,3,1,7,1,5,6,4,6,13,9,21,13,9,17,12,9,16,11,10,15,10,9,15,10,9,15,10,8,14,10,8,14,10,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,14,0,11,7,14,0,12,8,13,0,12,8,13,0,12,8,13,0,12,8,13,
,1095,Ilchester ES,Bonnie Branch MS,Howard HS,,80,6,8,6,3,8,5,6,7,5,6,1,11,8,31,18,27,28,19,27,26,20,26,25,19,28,24,18,28,22,17,27,22,17,27,22,17,27,23,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,6,5,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,16,26,6,24,16,26,6,25,16,26,5,25,17,25,5,25,17,26,5,24,17,26,
,1096,Talbott Springs ES,Oakland Mills MS,Oakland Mills HS,,105,5,14,11,9,9,13,7,5,5,7,11,6,3,55,17,26,57,26,25,58,30,27,57,32,30,58,32,33,57,32,36,55,32,39,55,33,40,57,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,33,41,4,57,32,41,4,57,32,41,5,58,32,41,5,59,32,40,5,60,33,41,
,1098,Waterloo ES,Ellicott Mills MS,Howard HS,,121,5,7,8,9,11,6,11,14,9,12,8,11,10,42,34,42,39,32,45,39,31,45,37,31,46,38,30,46,37,30,45,38,28,46,38,28,45,38,27,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,6,6,6,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,26,44,6,39,26,44,6,39,26,43,6,45,28,42,6,46,28,43,7,46,29,43,
,1100,Waterloo ES,Ellicott Mills MS,Centennial HS,,163,7,7,7,14,10,13,8,11,14,18,16,21,17,52,33,72,49,36,63,49,36,62,46,37,63,47,36,63,47,36,62,48,34,62,47,34,62,47,33,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,8,8,8,8,8,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,48,32,61,9,48,32,61,9,48,32,61,9,49,34,61,9,49,34,61,9,50,35,61,
,1101,Veterans ES,Ellicott Mills MS,Centennial HS,,122,13,11,8,11,6,11,9,6,9,5,12,8,13,48,24,38,49,30,37,50,32,40,48,35,44,48,35,47,47,35,48,46,33,50,45,33,51,45,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,10,12,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,45,31,52,11,44,31,52,11,44,31,52,11,44,32,53,11,44,32,54,11,44,33,53,
,1102,Veterans ES,Ellicott Mills MS,Centennial HS,,114,6,11,8,11,5,4,10,11,11,5,7,14,11,39,32,37,41,30,41,43,30,43,42,32,46,42,31,47,50,31,49,58,31,51,57,32,51,58,32,52,1,3,0,0,0,0,0,0,0,0,0,0,25,27,0,0,0,0,0,0,0,2,0,0,6,6,5,6,5,7,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,57,33,52,8,57,33,52,8,56,34,53,8,56,35,54,8,56,35,55,9,56,37,55,
,1103,Veterans ES,Ellicott Mills MS,Centennial HS,,127,9,8,10,9,10,12,6,11,10,13,8,12,9,50,27,42,52,33,41,53,34,45,51,37,48,51,37,51,50,37,52,48,35,54,48,35,55,48,34,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,8,8,8,8,8,8,0,2,15,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,8,47,33,55,8,48,33,56,10,58,33,56,10,58,35,57,10,57,35,58,10,57,37,58,
,1104,Veterans ES,Dunloggin MS,Mt Hebron HS,,34,3,3,3,3,5,2,1,4,2,2,2,2,2,16,7,8,17,8,9,17,9,9,17,9,10,23,10,11,23,11,11,22,11,12,22,12,12,22,12,13,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,3,3,3,3,0,3,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,12,14,4,23,12,14,5,28,12,14,5,28,13,15,5,28,13,15,5,29,14,15,
,1105,Hollifield Station ES,Dunloggin MS,Mt Hebron HS,,87,5,6,2,5,4,7,8,7,12,8,7,9,7,24,27,31,25,18,33,25,16,30,25,16,28,25,16,27,25,16,27,24,16,26,23,17,26,23,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,4,4,4,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,16,26,4,23,15,26,4,29,16,26,5,30,16,25,5,31,16,25,5,32,16,25,
,1106,St Johns Lane ES,Dunloggin MS,Mt Hebron HS,,178,11,11,15,14,4,29,13,13,14,14,14,11,15,72,39,54,72,39,53,72,40,53,74,41,53,75,41,54,74,44,55,78,45,56,78,46,57,77,46,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,13,11,13,12,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,77,45,60,12,77,45,60,13,78,46,61,13,77,46,61,13,78,46,61,13,78,47,61,
,1107,Hollifield Station ES,Patapsco MS,Mt Hebron HS,,68,9,4,4,4,8,3,5,4,3,7,6,5,6,23,12,24,24,14,21,24,14,20,24,14,20,24,14,20,24,15,20,23,15,20,22,15,20,22,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,8,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,8,0,0,9,22,15,21,10,22,15,21,13,22,15,21,15,22,15,21,16,23,15,21,15,23,15,21,
,1108,Hollifield Station ES,Patapsco MS,Mt Hebron HS,,50,3,7,1,3,1,4,4,7,4,7,2,3,4,16,15,16,17,12,18,17,11,17,16,11,17,17,11,16,16,11,16,16,11,16,15,11,16,16,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,11,17,2,15,11,16,2,15,11,16,2,15,11,16,2,16,11,16,2,16,11,16,
,1109,Hollifield Station ES,Patapsco MS,Mt Hebron HS,,34,1,2,4,3,0,3,2,0,2,5,3,2,7,12,4,17,12,6,12,13,7,11,12,7,11,27,8,12,27,10,12,26,11,12,25,12,12,30,12,13,0,0,0,38,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,13,14,5,29,14,14,5,29,15,15,5,29,15,15,6,30,15,16,5,31,15,16,
,1110,Stevens Forest ES,Oakland Mills MS,Oakland Mills HS,,148,11,12,11,19,12,11,13,6,13,14,13,3,10,64,32,39,63,35,42,62,37,42,63,38,44,64,37,46,65,37,49,67,37,51,67,38,51,65,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,14,13,13,13,13,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,67,38,51,14,67,38,51,14,67,38,51,14,68,38,51,14,68,38,50,14,68,39,50,
,1111,Thunder Hill ES,Dunloggin MS,Wilde Lake HS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,1112,Fulton ES,Lime Kiln MS,Reservoir HS,,79,8,5,3,5,8,7,5,8,6,7,7,4,6,28,19,24,30,18,24,31,19,25,43,20,27,63,23,29,86,27,32,91,32,33,92,36,35,93,39,37,1,0,40,60,68,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,10,12,13,14,13,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,88,42,38,12,84,45,40,11,82,47,42,11,78,48,45,11,75,47,46,11,74,47,48,
,1113,Stevens Forest ES,Oakland Mills MS,Oakland Mills HS,,59,5,1,4,3,7,3,4,6,3,8,6,5,4,18,13,23,18,11,21,17,11,18,17,11,18,18,11,17,18,11,18,19,11,18,18,11,18,18,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,6,6,6,6,6,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,11,17,6,26,11,17,6,26,11,17,6,26,11,17,7,26,12,16,7,26,12,16,
,1114,Pointers Run ES,Lime Kiln MS,Reservoir HS,,50,2,0,2,4,3,4,3,8,3,3,9,1,8,13,14,21,13,11,20,13,10,19,12,10,18,12,9,17,11,9,17,12,9,16,12,9,16,13,9,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,9,15,2,13,9,15,2,12,9,15,2,12,9,15,2,11,9,15,2,11,9,15,
,1115,Pointers Run ES,Lime Kiln MS,Reservoir HS,,25,1,1,0,2,2,2,2,3,5,3,1,2,1,7,10,7,7,7,10,7,6,10,6,6,10,6,5,10,7,5,9,8,5,9,8,5,9,8,5,9,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,9,1,8,5,8,1,8,6,8,1,8,6,8,1,7,5,8,1,7,5,8,
,1116,Forest Ridge ES,Patuxent Valley MS,Reservoir HS,,44,1,3,4,1,6,4,2,3,4,4,3,3,6,18,9,16,18,9,14,18,10,14,17,10,14,19,10,14,19,10,14,19,10,14,20,10,15,21,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,11,14,1,23,11,14,1,23,11,14,1,23,11,15,1,22,12,15,1,22,12,15,
,1117,Pointers Run ES,Lime Kiln MS,Atholton HS,,34,2,0,5,1,1,3,1,3,2,3,4,4,5,10,6,18,10,6,15,10,6,14,9,7,13,9,6,13,9,6,12,9,6,12,9,6,12,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,12,2,9,7,12,1,9,7,12,1,9,7,12,1,8,6,12,1,8,6,12,
,1119,Dayton Oaks ES,Lime Kiln MS,River Hill HS,,46,2,4,6,1,6,4,2,5,3,1,7,3,2,21,10,13,22,12,14,21,13,15,20,13,16,19,13,17,20,13,17,19,14,17,19,13,18,19,13,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,13,17,2,18,14,17,2,18,14,18,2,18,14,18,2,18,13,18,2,18,13,18,
,1120,Pointers Run ES,Lime Kiln MS,Atholton HS,,36,2,1,3,3,2,3,4,3,4,6,2,1,2,12,11,12,12,9,15,12,8,15,11,9,15,11,8,15,11,8,15,11,8,14,11,8,15,11,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,8,15,2,11,8,14,1,11,8,14,1,11,8,15,1,10,8,15,1,10,8,15,
,1121,Laurel Woods ES,Murray Hill MS,Reservoir HS,,107,10,7,7,6,5,8,9,10,10,13,13,3,6,33,29,35,34,25,36,33,25,36,31,25,36,30,25,37,29,24,37,28,23,37,28,22,36,27,23,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,10,8,9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,22,36,9,27,22,35,9,27,21,35,9,28,21,35,10,28,21,34,10,29,20,34,
,1123,Pointers Run ES,Lime Kiln MS,Atholton HS,,31,1,1,3,2,1,3,3,0,7,4,1,2,3,10,10,11,10,8,13,10,7,14,9,7,13,9,7,13,9,7,13,9,7,13,9,7,13,9,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,13,1,9,7,13,1,9,7,13,1,9,7,13,1,8,7,13,1,8,7,13,
,1124,Elkridge ES,Elkridge Landing MS,Howard HS,,59,4,3,5,2,2,6,4,7,3,4,9,4,6,18,14,24,17,13,22,17,12,21,16,12,21,16,11,20,15,12,19,15,12,19,14,12,19,14,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,19,3,14,11,19,3,14,11,18,3,14,12,18,3,15,11,18,3,15,11,18,
,1125,Pointers Run ES,Lime Kiln MS,Reservoir HS,,24,2,0,1,2,3,1,1,2,1,4,3,2,2,7,4,11,7,4,8,7,4,8,6,5,7,6,4,7,6,4,7,6,4,7,6,4,7,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,7,2,7,5,7,1,6,5,7,1,6,5,7,1,6,4,7,1,6,4,7,
,1128,Pointers Run ES,Clarksville MS,Atholton HS,,38,1,1,1,1,3,2,6,3,5,4,5,1,5,8,14,17,8,9,19,8,8,18,7,7,17,7,7,16,7,6,16,7,6,15,7,6,15,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,14,2,10,6,14,1,10,6,13,1,10,6,13,1,10,6,13,1,9,6,13,
