OBJECTID,PLAN_ID,ES_HOME,MS_HOME,HS_HOME,PHASEOUT,STUDNT_POP,GR0_POP,GR1_POP,GR2_POP,GR3_POP,GR4_POP,GR5_POP,GR6_POP,GR7_POP,GR8_POP,GR9_POP,GR10_POP,GR11_POP,GR12_POP,ESPROJ0,MSPROJ0,HSPROJ0,ESPROJ1,MSPROJ1,HSPROJ1,ESPROJ2,MSPROJ2,HSPROJ2,ESPROJ3,MSPROJ3,HSPROJ3,ESPROJ4,MSPROJ4,HSPROJ4,ESPROJ5,MSPROJ5,HSPROJ5,ESPROJ6,MSPROJ6,HSPROJ6,ESPROJ7,MSPROJ7,HSPROJ7,ESPROJ8,MSPROJ8,HSPROJ8,SFD1,SFD2,SFD3,SFD4,SFD5,SFD6,SFD7,SFD8,SFA1,SFA2,SFA3,SFA4,SFA5,SFA6,SFA7,SFA8,APT1,APT2,APT3,APT4,APT5,APT6,APT7,APT8,KSPROJ0,KSPROJ1,KSPROJ2,KSPROJ3,KSPROJ4,KSPROJ5,KSPROJ6,KSPROJ7,KSPROJ8,SFD9,SFD10,SFD11,SFD12,SFD13,SFD14,SFD15,SFA9,SFA10,SFA11,SFA12,SFA13,SFA14,SFA15,APT9,APT10,APT11,APT12,APT13,APT14,APT15,KSPROJ9,ESPROJ9,MSPROJ9,HSPROJ9,KSPROJ10,ESPROJ10,MSPROJ10,HSPROJ10,KSPROJ11,ESPROJ11,MSPROJ11,HSPROJ11,KSPROJ12,ESPROJ12,MSPROJ12,HSPROJ12,KSPROJ13,ESPROJ13,MSPROJ13,HSPROJ13,KSPROJ14,ESPROJ14,MSPROJ14,HSPROJ14,DONE
,1,Forest Ridge ES,Patuxent Valley MS,Reservoir HS,,108,8,14,8,5,13,4,13,8,8,4,5,12,6,44,29,27,45,26,32,43,27,34,43,26,35,46,27,36,45,25,36,47,25,37,49,25,37,52,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,9,8,10,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,53,26,36,10,56,27,36,10,56,28,36,10,56,28,37,10,55,29,37,10,54,29,38,
,2,Laurel Woods ES,Murray Hill MS,Reservoir HS,,147,10,10,9,9,12,11,15,10,16,8,11,14,12,51,42,45,52,36,49,50,37,50,48,37,51,47,39,52,45,37,53,44,35,53,43,34,53,42,35,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,10,8,9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,34,52,9,42,34,52,9,42,32,51,9,43,32,52,10,44,32,51,10,44,31,51,
,3,Gorman Crossing ES,Murray Hill MS,Reservoir HS,,203,11,15,17,17,16,17,13,20,15,18,20,10,14,82,49,60,84,52,63,85,55,67,86,57,69,85,61,73,88,60,76,88,59,78,88,57,79,85,61,79,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,13,10,11,10,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,83,61,80,9,82,60,80,9,80,58,80,9,78,58,82,9,77,58,81,9,76,57,82,
,4,Forest Ridge ES,Patuxent Valley MS,Hammond HS,,22,0,2,4,2,3,1,2,1,2,2,1,1,1,12,5,5,12,6,6,12,7,6,12,7,7,12,7,7,12,7,7,13,6,8,13,7,8,14,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,8,0,21,7,9,0,21,8,9,0,21,8,9,0,21,9,10,0,22,9,10,
,5,Gorman Crossing ES,Murray Hill MS,Atholton HS,,195,13,11,13,15,16,17,13,16,15,19,17,15,15,72,45,73,73,46,74,74,48,76,75,50,77,73,54,79,75,52,80,76,51,81,75,50,84,73,53,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,15,12,12,12,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,72,53,84,10,71,52,86,10,69,51,86,10,67,50,89,10,66,50,89,10,66,49,89,
,6,Gorman Crossing ES,Murray Hill MS,Atholton HS,,77,9,2,5,9,5,6,9,7,6,3,9,4,3,27,22,21,37,21,29,73,27,37,74,34,39,73,40,42,74,41,46,75,42,49,74,42,53,75,46,55,20,88,1,0,0,0,0,7,12,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,12,22,19,19,19,19,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,74,46,58,16,73,47,60,16,71,46,61,17,69,46,65,17,68,46,66,17,67,45,68,
,7,Fulton ES,Hammond MS,Reservoir HS,,138,9,5,10,10,9,12,5,10,18,7,11,18,14,47,33,50,49,29,47,51,28,46,51,29,44,53,31,45,55,31,45,54,34,45,54,36,46,55,36,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,10,9,9,9,9,8,19,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58,36,47,8,55,37,47,8,53,37,47,7,51,37,49,7,50,37,49,8,50,40,49,
,8,Fulton ES,Lime Kiln MS,Reservoir HS,,88,7,6,5,9,9,7,10,2,5,8,4,8,8,37,17,28,38,21,25,40,22,27,40,24,28,42,24,30,43,25,31,42,26,32,43,26,32,43,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,8,7,7,7,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,27,33,6,42,28,34,6,41,29,34,6,39,29,35,6,38,28,35,6,37,28,36,
,9,Hammond ES,Hammond MS,Reservoir HS,,65,4,6,8,3,3,5,6,5,7,5,3,4,6,25,18,18,25,15,20,25,15,21,25,15,21,25,16,21,25,16,22,26,17,22,26,18,22,26,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,18,23,6,29,18,23,6,30,18,23,5,30,18,24,6,30,19,24,7,28,20,24,
,10,Hammond ES,Hammond MS,Atholton HS,,71,8,4,5,7,8,7,5,5,3,8,3,4,4,31,13,21,32,16,21,31,17,23,31,17,24,31,18,25,31,19,26,32,20,27,32,21,28,32,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,9,8,9,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,21,30,13,36,22,30,12,37,22,31,10,38,22,33,12,37,23,33,13,35,25,34,
,11,Hammond ES,Hammond MS,Atholton HS,,62,7,5,6,4,5,4,5,4,7,5,3,4,3,24,16,17,24,14,21,24,14,22,24,14,22,24,15,23,24,15,23,29,16,23,29,17,25,29,18,25,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,8,7,8,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,18,26,11,33,18,26,11,34,19,27,9,34,19,28,10,33,20,28,12,32,21,29,
,12,Forest Ridge ES,Patuxent Valley MS,Reservoir HS,,41,1,6,1,4,5,2,2,0,5,8,1,4,2,18,7,15,19,9,13,18,10,13,19,10,13,25,11,14,25,11,14,26,11,15,27,11,15,29,12,15,2,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,13,15,1,31,13,15,1,31,14,15,1,31,14,16,1,31,15,16,1,30,15,17,
,13,Atholton ES,Hammond MS,Hammond HS,,60,4,11,5,5,6,4,4,8,5,1,4,2,1,31,17,8,35,17,14,35,18,16,35,19,18,35,20,19,34,21,20,32,22,21,32,23,22,31,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,23,25,3,31,23,26,3,31,23,27,3,31,22,28,3,31,23,29,3,31,24,30,
,14,Atholton ES,Hammond MS,Hammond HS,,85,12,7,5,9,6,4,3,7,7,6,7,5,7,31,17,24,35,17,23,35,18,23,35,19,23,35,20,23,34,21,23,32,22,24,31,23,25,31,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,9,8,7,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,23,27,8,30,23,28,8,30,22,29,9,30,22,30,9,30,23,31,9,30,24,32,
,15,Atholton ES,Hammond MS,Hammond HS,,265,35,23,27,20,19,14,13,17,25,10,29,14,19,105,56,68,117,58,70,114,60,72,118,63,74,118,69,73,114,68,76,106,75,79,105,77,80,105,77,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,24,23,24,24,24,24,24,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,105,75,88,24,99,75,90,24,104,75,93,24,103,76,98,24,104,76,101,24,105,81,106,
,16,Atholton ES,Hammond MS,Hammond HS,,33,0,4,2,2,6,1,3,1,3,3,2,3,3,15,7,11,17,8,10,17,8,10,17,9,10,17,10,10,17,10,11,15,11,11,15,11,12,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,13,0,15,11,13,0,14,11,14,0,15,11,14,0,15,11,15,0,15,12,15,
,17,Hammond ES,Hammond MS,Hammond HS,,136,12,13,10,12,8,11,11,12,13,9,5,11,9,55,37,33,55,33,39,54,32,40,55,32,41,54,34,40,55,34,41,55,36,42,55,38,43,56,38,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,13,12,13,13,13,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,59,38,46,19,62,38,47,18,65,39,49,16,66,39,51,18,64,40,52,20,61,44,54,
,18,Hammond ES,Hammond MS,Hammond HS,,56,3,4,6,6,6,7,5,2,7,3,2,3,2,29,14,10,30,15,13,29,16,15,29,16,16,29,18,17,29,18,18,30,19,19,30,20,20,30,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,20,22,5,33,20,23,4,35,20,24,4,35,21,25,4,34,21,26,5,33,23,27,
,19,Centennial Lane ES,Burleigh Manor MS,Centennial HS,,179,7,11,12,12,11,16,11,19,19,21,13,16,11,62,49,61,60,47,66,61,47,69,61,47,72,59,48,74,59,47,74,59,47,75,57,47,76,57,48,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,8,8,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,56,49,77,7,56,49,78,7,56,49,79,8,56,48,80,8,57,47,81,8,57,48,81,
,20,Bollman Bridge ES,Patuxent Valley MS,Hammond HS,,111,12,3,8,3,9,3,10,12,6,11,12,13,9,26,28,43,28,19,40,27,19,36,27,18,33,28,18,30,28,16,30,29,16,29,29,16,28,29,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,15,15,15,15,15,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,17,28,14,28,17,28,14,27,17,28,15,27,17,29,15,27,17,29,15,28,17,30,
,21,Bollman Bridge ES,Patuxent Valley MS,Hammond HS,,89,3,7,7,5,9,5,6,6,8,10,7,10,6,33,20,32,36,19,29,34,20,28,35,20,28,36,21,26,36,20,27,37,19,27,38,19,27,38,20,28,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,20,28,4,37,21,28,4,36,21,29,4,36,21,30,4,36,21,31,4,36,21,31,
,22,Bollman Bridge ES,Patuxent Valley MS,Hammond HS,,19,3,2,3,2,0,2,1,1,0,1,2,0,2,9,2,5,10,4,4,9,5,4,9,5,5,10,5,5,10,5,5,10,5,6,12,5,6,19,5,6,0,0,0,0,0,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,3,3,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,6,6,4,19,7,6,4,18,7,7,4,18,7,7,4,19,8,8,4,19,8,8,
,23,Bollman Bridge ES,Patuxent Valley MS,Hammond HS,,138,11,8,5,10,16,11,13,10,14,16,9,9,6,50,37,38,54,31,42,51,32,42,52,31,42,53,32,40,54,30,41,55,29,41,57,29,41,56,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,14,14,13,14,13,12,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,54,31,42,13,53,31,43,13,53,32,44,13,53,31,46,13,54,32,46,13,54,32,48,
,24,Bollman Bridge ES,Patuxent Valley MS,Hammond HS,,194,21,18,18,15,14,17,12,14,7,19,12,11,16,83,33,55,88,40,50,84,47,51,85,47,53,86,49,53,89,45,55,91,47,56,93,45,57,91,48,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,19,21,26,27,27,27,25,24,24,0,0,0,0,6,0,0,0,0,28,0,0,0,0,0,0,6,0,0,0,0,25,89,48,60,26,88,50,62,27,93,51,64,27,93,51,67,27,97,53,69,27,97,53,71,
,25,Bollman Bridge ES,Patuxent Valley MS,Hammond HS,,72,8,7,7,6,7,6,6,2,6,6,3,2,6,33,14,16,36,17,17,34,19,19,35,19,20,36,20,20,36,19,21,37,19,22,38,19,23,37,19,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,10,10,10,9,9,9,3,0,0,0,6,0,0,8,0,0,0,0,0,0,18,0,0,0,0,0,0,9,40,20,24,10,39,21,25,10,39,21,26,10,39,21,27,10,42,22,28,10,42,22,29,
,26,Guilford ES,Thomas Viaduct MS,Hammond HS,,82,8,4,4,2,5,9,8,6,8,10,5,8,5,24,22,27,23,16,28,23,15,26,23,15,24,22,15,23,22,15,22,22,15,22,22,15,22,24,17,23,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,8,8,8,8,8,9,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,18,23,11,35,20,23,11,34,20,24,11,34,21,26,11,36,21,26,11,35,21,27,
,27,Guilford ES,Thomas Viaduct MS,Hammond HS,,62,3,4,4,5,5,4,2,8,5,6,4,4,8,22,15,21,23,13,21,23,13,20,25,13,19,24,14,18,24,15,18,24,14,19,24,15,19,39,17,20,4,2,5,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,9,51,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,59,20,21,13,60,23,22,13,59,26,23,13,59,28,25,14,61,28,26,13,61,29,28,
,28,Clarksville ES,Clarksville MS,River Hill HS,,124,4,5,5,5,12,8,10,13,9,13,17,6,17,35,32,53,32,27,52,32,26,48,31,26,46,31,25,44,31,23,43,32,22,41,31,21,41,31,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,5,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,22,38,4,30,21,37,4,30,21,36,4,30,21,36,4,30,21,36,4,31,21,36,
,29,Waverly ES,Mount View MS,Marriotts Ridge HS,,125,10,6,11,7,8,11,10,10,9,15,11,7,10,43,29,43,42,30,41,42,30,42,41,31,42,40,31,43,38,31,43,37,31,44,36,31,44,36,31,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,8,9,9,9,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,30,45,10,36,31,44,10,37,30,45,10,37,30,45,10,38,30,45,10,39,30,45,
,30,Deep Run ES,Thomas Viaduct MS,Hammond HS,,40,2,4,5,5,1,4,1,6,1,5,0,3,3,19,8,11,20,9,10,20,10,11,21,11,11,21,12,12,23,12,12,23,12,13,25,13,13,25,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,16,15,2,25,17,16,2,26,17,17,2,26,18,18,3,27,18,19,3,27,18,20,
,31,Manor Woods ES,Mount View MS,Marriotts Ridge HS,,165,7,12,9,18,10,16,9,16,9,11,17,13,18,65,35,60,66,42,54,65,44,55,66,45,58,70,46,59,72,48,60,73,49,63,76,51,63,76,52,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,8,7,7,7,7,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,76,53,68,6,77,54,67,6,76,54,69,5,74,54,69,5,71,54,70,5,70,55,71,
,32,Rockburn ES,Thomas Viaduct MS,Hammond HS,,154,12,18,15,9,19,8,14,6,15,3,13,10,12,68,34,36,72,36,40,75,37,42,79,40,44,85,44,44,89,45,47,90,46,49,88,50,50,88,55,54,6,0,6,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,14,12,12,17,15,14,14,14,0,0,2,57,54,50,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,16,96,61,56,19,102,64,60,21,112,67,64,25,134,70,69,29,159,71,73,30,182,74,77,
,33,Ducketts Lane ES,Thomas Viaduct MS,Long Reach HS,,164,18,20,16,12,11,11,10,21,12,11,9,11,2,70,42,31,72,39,41,94,40,46,104,45,48,115,51,50,133,55,53,144,58,57,155,66,61,161,76,65,0,0,0,0,4,0,0,0,17,39,0,0,4,0,17,10,0,344,0,0,0,0,0,0,19,24,31,36,37,35,38,35,35,0,0,13,42,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,34,161,87,69,33,157,93,75,34,161,97,81,35,175,101,88,36,174,101,98,37,179,102,103,
,34,St Johns Lane ES,Patapsco MS,Mt Hebron HS,,60,2,5,3,4,5,4,7,4,4,7,5,6,4,21,15,22,20,14,21,21,13,20,22,13,20,21,13,19,22,14,19,22,14,20,23,14,19,22,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,14,20,2,22,15,20,2,22,15,20,2,22,15,20,2,22,14,20,3,24,14,20,
,35,Ducketts Lane ES,Thomas Viaduct MS,Long Reach HS,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,36,Elkridge ES,Elkridge Landing MS,Long Reach HS,,217,15,19,11,22,18,15,13,17,14,22,21,16,14,82,45,67,85,53,65,91,54,68,88,57,69,86,56,70,81,58,72,78,57,74,75,58,76,75,58,77,14,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,13,13,13,13,13,12,14,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,75,56,77,14,74,58,79,15,89,58,81,15,92,61,84,15,91,59,89,16,92,60,90,
,37,Ducketts Lane ES,Thomas Viaduct MS,Long Reach HS,,282,19,23,32,32,28,18,21,29,21,18,18,11,12,135,70,55,132,72,70,156,73,79,174,77,83,192,88,86,218,94,94,236,100,100,244,111,106,249,125,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,26,29,30,29,31,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,249,143,117,27,244,151,128,27,240,157,137,27,232,160,148,27,230,159,164,28,230,158,170,
,38,Elkridge ES,Elkridge Landing MS,Howard HS,,118,7,8,9,6,13,7,7,10,12,14,10,8,7,42,29,40,41,29,41,41,28,41,40,28,42,38,27,42,47,28,42,45,29,42,44,30,42,43,30,42,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,5,6,7,7,7,7,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,29,43,8,49,30,43,8,50,31,43,9,51,32,43,9,51,32,43,8,52,32,44,
,39,Elkridge ES,Elkridge Landing MS,Howard HS,,5,0,0,1,1,0,0,1,0,1,0,0,0,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,1,2,0,3,2,2,0,3,2,2,0,3,2,2,0,3,2,2,
,40,Elkridge ES,Elkridge Landing MS,Howard HS,,42,2,5,4,5,3,2,3,5,3,7,1,0,2,18,11,10,18,12,13,18,12,14,17,12,15,17,11,15,16,12,16,16,12,16,15,12,16,15,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,1,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11,16,2,17,12,17,2,17,12,17,2,17,12,16,2,18,12,17,2,18,12,17,
,41,Elkridge ES,Elkridge Landing MS,Howard HS,,5,0,0,0,0,0,0,1,2,0,0,0,1,1,0,3,2,0,1,3,0,1,3,0,1,2,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,
,42,Elkridge ES,Elkridge Landing MS,Howard HS,,198,13,11,16,14,16,19,10,14,21,18,12,16,18,73,46,66,72,48,66,73,48,66,70,48,67,68,47,69,65,49,69,61,49,70,61,48,70,59,48,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,10,10,11,10,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,60,46,70,10,60,46,70,10,60,47,70,10,61,48,69,10,62,47,69,10,61,47,69,
,43,Elkridge ES,Elkridge Landing MS,Long Reach HS,,38,0,3,3,4,2,4,4,3,3,1,9,0,2,16,10,11,15,11,12,15,10,13,15,10,13,14,10,13,14,10,13,13,10,14,13,10,14,13,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,14,0,13,10,14,0,13,10,14,0,13,10,15,0,13,10,16,0,13,10,16,
,44,Rockburn ES,Elkridge Landing MS,Howard HS,,43,2,5,4,2,1,4,3,4,5,3,6,2,2,16,12,13,17,11,15,17,11,15,18,11,16,18,11,16,19,12,16,19,12,16,18,13,16,19,12,17,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,2,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,12,17,3,23,13,17,3,24,14,17,3,24,14,17,3,25,14,18,3,25,14,18,
,45,Cradlerock ES,Lake Elkhorn MS,Oakland Mills HS,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,
,46,Forest Ridge ES,Patuxent Valley MS,Reservoir HS,,116,15,8,11,11,9,11,9,4,12,6,9,2,9,50,25,26,51,26,29,49,29,31,49,28,34,52,29,35,51,28,37,54,27,37,56,28,38,59,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,17,16,15,18,19,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,61,30,38,20,63,31,38,19,64,31,39,19,63,32,40,18,62,33,40,18,61,33,41,
,47,Forest Ridge ES,Patuxent Valley MS,Hammond HS,,200,17,8,17,17,22,13,17,18,20,11,17,14,9,76,54,49,79,45,57,74,48,58,74,46,59,81,47,58,80,44,59,83,43,59,87,44,58,92,45,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,19,18,17,21,21,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,94,47,61,23,98,48,62,22,99,49,64,22,98,49,67,22,96,51,69,21,93,52,71,
,48,Guilford ES,Lake Elkhorn MS,Hammond HS,,59,1,4,3,8,7,2,6,4,6,5,4,5,4,24,16,17,23,15,19,22,16,19,22,15,19,21,15,19,21,14,19,21,14,19,21,14,19,21,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,13,20,1,21,13,20,1,20,13,20,1,20,13,21,1,21,13,21,1,21,13,21,
